code,codeseq,desc,gen_desc,acc_code
"0309","52"," Posterior compression T8-T11"," Other exploration and decompression of spinal canal"," ",
"0309","53"," Posterior decompression"," Other exploration and decompression of spinal canal"," ",
"0309","54"," Posterior decompression L1-2,L3-4,L4-5"," Other exploration and decompression of spinal canal"," ",
"0309","55"," Posterior decompression L1-5"," Other exploration and decompression of spinal canal"," ",
"0309","56"," Posterior decompression L1-L3"," Other exploration and decompression of spinal canal"," ",
"0309","57"," Posterior decompression L2"," Other exploration and decompression of spinal canal"," ",
"0309","58"," Posterior decompression L2-4"," Other exploration and decompression of spinal canal"," ",
"0309","59"," Posterior decompression L2-5"," Other exploration and decompression of spinal canal"," ",
"0309","60"," Posterior decompression L2-L5"," Other exploration and decompression of spinal canal"," ",
"0309","61"," Posterior decompression L2-S1"," Other exploration and decompression of spinal canal"," ",
"0309","62"," Posterior decompression L3"," Other exploration and decompression of spinal canal"," ",
"0309","63"," Posterior decompression L3-4"," Other exploration and decompression of spinal canal"," ",
"0309","64"," Posterior decompression L3-4,L4-5"," Other exploration and decompression of spinal canal"," ",
"0309","65"," Posterior decompression L3-5"," Other exploration and decompression of spinal canal"," ",
"0309","66"," Posterior decompression L3-5,L5-S1"," Other exploration and decompression of spinal canal"," ",
"0309","67"," Posterior decompression L4-5"," Other exploration and decompression of spinal canal"," ",
"0309","68"," Posterior decompression L5-S1"," Other exploration and decompression of spinal canal"," ",
"0309","69"," Posterior decompression T12,L1,L4"," Other exploration and decompression of spinal canal"," ",
"0309","70"," Posteriordecompression spinal"," Other exploration and decompression of spinal canal"," ",
"0309","71"," Re-explore spinal L3-4-5"," Other exploration and decompression of spinal canal"," ",
"0309","72"," Spinal cord decompression"," Other exploration and decompression of spinal canal"," ",
"0309","73"," Spinal decompression"," Other exploration and decompression of spinal canal"," ",
"0309","74"," T4-5 laminectomy"," Other exploration and decompression of spinal canal"," ",
"0309","75"," Post decompression"," Other exploration and decompression of spinal canal"," ",
"0309","76"," Laminectomy L3-L6"," Other exploration and decompression of spinal canal"," ",
"0309","77"," Decompression L3-5"," Other exploration and decompression of spinal canal"," ",
"0309","78"," Foraminotomy L4-5,S1 lt"," Other exploration and decompression of spinal canal"," ",
"0309","79"," Anterior decompression L4-5"," Other exploration and decompression of spinal canal"," ",
"0309","80"," Laminectomy T8-L1"," Other exploration and decompression of spinal canal"," ",
"0309","81"," Rt far lateral spinal canal decompression"," Other exploration and decompression of spinal canal"," ",
"0309","82"," Posterior decompression T12"," Other exploration and decompression of spinal canal"," ",
"0309","83"," Decompression T3"," Other exploration and decompression of spinal canal"," ",
"0309","84"," Foraminectomy L4-5"," Other exploration and decompression of spinal canal"," ",
"0309","85"," Posterior decompression with L5-S1"," Other exploration and decompression of spinal canal"," ",
"0309","86"," Lt hemilaminectomy"," Other exploration and decompression of spinal canal"," ",
"0309","87"," Laminectomy C5-6-7"," Other exploration and decompression of spinal canal"," ",
"0309","88"," Posterior decompression T5"," Other exploration and decompression of spinal canal"," ",
"031","00",""," Division of intraspinal nerve root"," ",
"032","00",""," Chordotomy","*",
"0321","00",""," Percutaneous chordotomy"," ",
"0329","00",""," Other chordotomy"," ",
"033","00",""," Diagnostic procedures on spinal cord and spinal canal structures","*",
"0331","01"," LP  Diagnostic Lumbar puncture"," Spinal tap"," ",
"0331","02"," Lumbar puncture"," Spinal tap"," ",
"0332","01"," BX spinal"," Biopsy of spinal cord or spinal meninges"," ",
"0332","02"," BX spine"," Biopsy of spinal cord or spinal meninges"," ",
"0332","03"," Biopsy spine"," Biopsy of spinal cord or spinal meninges"," ",
"0332","04"," Open biopsy spine"," Biopsy of spinal cord or spinal meninges"," ",
"0339","00",""," Other diagnostic procedures on spinal cord and spinal canal structures"," ",
"034","01"," Craniotomy total removal"," Excision or destruction of lesion of spinal cord or spinal meninges"," ",
"034","02"," Debridement spinal epidural"," Excision or destruction of lesion of spinal cord or spinal meninges"," ",
"034","03"," Excision T12-L2"," Excision or destruction of lesion of spinal cord or spinal meninges"," ",
"034","04"," Excision spine"," Excision or destruction of lesion of spinal cord or spinal meninges"," ",
"034","05"," Laminectomy intradural tumor removal"," Excision or destruction of lesion of spinal cord or spinal meninges"," ",
"034","06"," Partial tumor resection spine"," Excision or destruction of lesion of spinal cord or spinal meninges"," ",
"034","07"," Tumor removal neural myelinteric cyst"," Excision or destruction of lesion of spinal cord or spinal meninges"," ",
"034","08"," 1 degree closur defect Sacral lipomyelomeningocele"," Excision or destruction of lesion of spinal cord or spinal meninges"," ",
"035","00",""," Plastic operations on spinal cord structures","*",
"0351","01"," Repair meningocele"," Repair of spinal meningocele"," ",
"0352","01"," Repaired Myelomeningocele"," Repair of spinal myelomeningocele"," ",
"0353","01"," ORIF sacral"," Repair of vertebral fracture"," ",
"0353","02"," ORIF spine"," Repair of vertebral fracture"," ",
"0353","03"," Wiring occiput to C3"," Repair of vertebral fracture"," ",
"0359","01"," Correction"," Other repair and plastic operations on spinal cord structures"," ",
"0359","02"," Spinal cord reconstruction"," Other repair and plastic operations on spinal cord structures"," ",
"0359","03"," Laminoplasty"," Other repair and plastic operations on spinal cord structures"," ",
"0359","04"," Correction T4"," Other repair and plastic operations on spinal cord structures"," ",
"036","01"," Lysis adhesion arachnoid"," Lysis of adhesions of spinal cord and nerve roots"," ",
"036","02"," Lysis adhesion spine"," Lysis of adhesions of spinal cord and nerve roots"," ",
"036","03"," Reconstruction nerve root"," Lysis of adhesions of spinal cord and nerve roots"," ",
"037","00",""," Shunt of spinal theca","*",
"0371","00",""," Spinal subarachnoid-peritoneal shunt"," ",
"0372","00",""," Spinal subarachnoid-ureteral shunt"," ",
"0379","00",""," Other shunt of spinal theca"," ",
"038","00",""," Injection of destructive agent into spinal canal"," ",
"039","00",""," Other operations on spinal cord and spinal canal structures","*",
"0390","00",""," Insertion of catheter into spinal canal for infusion of therapeutic or palliative substances"," ",
"0391","01"," Intermittent epidural block with marcaine"," Injection of anesthetic into spinal canal for analgesia"," ",
"0392","01"," Epidural steroid injection"," Injection of other agent into spinal canal"," ",
"0393","00",""," Implantation or replacement of spinal neurostimulator lead(s)"," ",
"0394","00",""," Removal of spinal neurostimulator"," ",
"0395","00",""," Spinal blood patch"," ",
"0396","00",""," Percutaneous denervation of facet"," ",
"0397","00",""," Revision of spinal thecal shunt"," ",
"0398","01"," Remove spinal thecal shunt"," Removal of spinal thecal shunt"," ",
"0399","01"," Cloward operation"," Spine canal struc op NEC"," ",
"040","00",""," Incision, division, and excision of cranial and peripheral nerves","*",
"0401","00",""," Excision of acoustic neuroma"," ",
"0402","00",""," Division of trigeminal nerve (Retrogasserian neurotomy)"," ",
"0403","00",""," Division or crushing of other cranial and peripheral nerves"," ",
"0404","01"," Explor BPI"," Other incision of cranial and peripheral nerves"," ",
"0404","02"," Exploration BPI"," Other incision of cranial and peripheral nerves"," ",
"0404","03"," Exploration lt BPI"," Other incision of cranial and peripheral nerves"," ",
"0404","04"," Explore BPI"," Other incision of cranial and peripheral nerves"," ",
"0404","05"," Explore common-peroneal nerve"," Other incision of cranial and peripheral nerves"," ",
"0404","06"," Explore phrenic N. ulnar N."," Other incision of cranial and peripheral nerves"," ",
"0404","07"," Explore radial nerve"," Other incision of cranial and peripheral nerves"," ",
"0405","00",""," Gasserian ganglionectomy"," ",
"0406","00",""," Other cranial or peripheral ganglionectomy"," ",
"0407","01"," Contouring neurofibroma"," Other excision or avulsion of cranial and peripheral nerves"," ",
"0407","02"," Contouring neurofibroma foot"," Other excision or avulsion of cranial and peripheral nerves"," ",
"0407","03"," Excision nerve sheath tumor forearm"," Other excision or avulsion of cranial and peripheral nerves"," ",
"0407","04"," Excision neurilemoma neck"," Other excision or avulsion of cranial and peripheral nerves"," ",
"0407","05"," Excision neurofibroma"," Other excision or avulsion of cranial and peripheral nerves"," ",
"0407","06"," Excision neurofibromatosis face"," Other excision or avulsion of cranial and peripheral nerves"," ",
"0407","07"," Excision neuroma"," Other excision or avulsion of cranial and peripheral nerves"," ",
"0407","08"," Neurofibromatosis removal"," Other excision or avulsion of cranial and peripheral nerves"," ",
"0407","09"," Partial excision fibroma"," Other excision or avulsion of cranial and peripheral nerves"," ",
"0407","10"," Wide excision"," Other excision or avulsion of cranial and peripheral nerves"," ",
"0407","11"," Nerve ablation"," Other excision or avulsion of cranial and peripheral nerves"," ",
"0407","12"," Craniotomy with tumor removal (optic nerve)"," Other excision or avulsion of cranial and peripheral nerves"," ",
"0407","13"," Remove optic glioma"," Other excision or avulsion of cranial and peripheral nerves"," ",
"0407","14"," Excision axillary nerve under microscope"," Other excision or avulsion of cranial and peripheral nerves"," ",
"0407","15"," Craniectomy remove acoustic neuroma"," Other excision or avulsion of cranial and peripheral nerves"," ",
"0407","16"," Excision nerve"," Other excision or avulsion of cranial and peripheral nerves"," ",
"0407","17"," Excision ulnar nerve"," Other excision or avulsion of cranial and peripheral nerves"," ",
"0407","18"," Retrosigmoid craniectomy with tumor removal"," Other excision or avulsion of cranial and peripheral nerves"," ",
"041","00",""," Diagnostic procedures on peripheral nervous system","*",
"0411","01"," Excision biopsy nerve"," Percutaneous biopsy of cranial or peripheral nerve or ganglion"," ",
"0412","01"," Nerve bx"," Other biopsy of cranial or peripheral nerve or ganglion"," ",
"0412","02"," Optic nerve biopsy RE"," Other biopsy of cranial or peripheral nerve or ganglion"," ",
"0412","03"," Intralesion biopsy ulnar nerve"," Other biopsy of cranial or peripheral nerve or ganglion"," ",
"0419","00",""," Other diagnostic procedures on cranial and peripheral nerves and ganglia"," ",
"042","01"," Radiofrequency , neurolysis"," Destruction of cranial and peripheral nerves"," ",
"043","01"," Suture ulnar nerve , repair; nerve"," Suture of cranial and peripheral nerves"," ",
"043","02"," Suture radial nerve"," Suture of cranial and peripheral nerves"," ",
"044","00",""," Lysis of adhesions and decompression of cranial and peripheral nerves","*",
"0441","01"," LT retrosigmoid app. + bilateral N-V decompression"," Decompression of trigeminal nerve root"," ",
"0441","02"," NV decompression trigeminal"," Decompression of trigeminal nerve root"," ",
"0441","03"," Nerve root decompression"," Decompression of trigeminal nerve root"," ",
"0441","04"," NV decompression"," Decompression of trigeminal nerve root"," ",
"0441","05"," N-V decompression"," Decompression of trigeminal nerve root"," ",
"0441","06"," Decompression trigeminal"," Decompression of trigeminal nerve root"," ",
"0442","01"," Craniotomy with decompression optic nerve"," Other cranial nerve decompression"," ",
"0442","02"," Decompress Lt optic canal"," Other cranial nerve decompression"," ",
"0442","03"," Decompression Lt optic nerve"," Other cranial nerve decompression"," ",
"0442","04"," Retrosigmoid approach N-V decompression"," Other cranial nerve decompression"," ",
"0442","05"," Rt facial nerve compression"," Other cranial nerve decompression"," ",
