"Payer","Name","Coverage","Type","Province","ShortName","Project","GroupID","Customer"
"10931","โรงพยาบาลไพรบึง",,,"ศรีสะเกษ","รพ.รัฐบาล",,,
"10932","โรงพยาบาลปรางค์กู่",,,"ศรีสะเกษ","รพ.รัฐบาล",,,
"10933","โรงพยาบาลขุนหาญ",,,"ศรีสะเกษ","รพ.รัฐบาล",,,
"10934","โรงพยาบาลราษีไศล",,,"ศรีสะเกษ","รพ.รัฐบาล",,,
"10935","โรงพยาบาลอุทุมพรพิสัย",,,"ศรีสะเกษ","รพ.รัฐบาล",,,
"10936","โรงพยาบาลบึงบูรพ์",,,"ศรีสะเกษ","รพ.รัฐบาล",,,
"10937","โรงพยาบาลห้วยทับทัน",,,"ศรีสะเกษ","รพ.รัฐบาล",,,
"10938","โรงพยาบาลโนนคูณ",,,"ศรีสะเกษ","รพ.รัฐบาล",,,
"10939","โรงพยาบาลศรีรัตนะ",,,"ศรีสะเกษ","รพ.รัฐบาล",,,
"10940","โรงพยาบาลวังหิน",,,"ศรีสะเกษ","รพ.รัฐบาล",,,
"10941","โรงพยาบาลน้ำเกลี้ยง",,,"ศรีสะเกษ","รพ.รัฐบาล",,,
"10942","โรงพยาบาลภูสิงห์",,,"ศรีสะเกษ","รพ.รัฐบาล",,,
"10943","โรงพยาบาลเมืองจันทร์",,,"ศรีสะเกษ","รพ.รัฐบาล",,,
"10944","โรงพยาบาลศรีเมืองใหม่",,,"อุบลราชธานี","รพ.รัฐบาล",,,
"10945","โรงพยาบาลโขงเจียม",,,"อุบลราชธานี","รพ.รัฐบาล",,,
"10946","โรงพยาบาลเขื่องใน",,,"อุบลราชธานี","รพ.รัฐบาล",,,
"10947","โรงพยาบาลเขมราฐ",,,"อุบลราชธานี","รพ.รัฐบาล",,,
"10948","โรงพยาบาลนาจะหลวย",,,"อุบลราชธานี","รพ.รัฐบาล",,,
"10949","โรงพยาบาลน้ำยืน",,,"อุบลราชธานี","รพ.รัฐบาล",,,
"10950","โรงพยาบาลบุณฑริก",,,"อุบลราชธานี","รพ.รัฐบาล",,,
"10951","โรงพยาบาลตระการพืชผล",,,"อุบลราชธานี","รพ.รัฐบาล",,,
"10952","โรงพยาบาลกุดข้าวปุ้น",,,"อุบลราชธานี","รพ.รัฐบาล",,,
"10953","โรงพยาบาลม่วงสามสิบ",,,"อุบลราชธานี","รพ.รัฐบาล",,,
"10954","โรงพยาบาลวารินชำราบ",,,"อุบลราชธานี","รพ.รัฐบาล",,,
"10956","โรงพยาบาลพิบูลมังสาหาร",,,"อุบลราชธานี","รพ.รัฐบาล",,,
"10957","โรงพยาบาลตาลสุม",,,"อุบลราชธานี","รพ.รัฐบาล",,,
"10958","โรงพยาบาลโพธิ์ไทร",,,"อุบลราชธานี","รพ.รัฐบาล",,,
"10959","โรงพยาบาลสำโรง",,,"อุบลราชธานี","รพ.รัฐบาล",,,
"10960","โรงพยาบาลดอนมดแดง",,,"อุบลราชธานี","รพ.รัฐบาล",,,
"10962","โรงพยาบาลทุ่งศรีอุดม",,,"อุบลราชธานี","รพ.รัฐบาล",,,
"10963","โรงพยาบาลทรายมูล",,,"ยโสธร","รพ.รัฐบาล",,,
"10964","โรงพยาบาลกุดชุม",,,"ยโสธร","รพ.รัฐบาล",,,
"10965","โรงพยาบาลคำเขื่อนแก้ว",,,"ยโสธร","รพ.รัฐบาล",,,
"10966","โรงพยาบาลป่าติ้ว",,,"ยโสธร","รพ.รัฐบาล",,,
"10967","โรงพยาบาลมหาชนะชัย",,,"ยโสธร","รพ.รัฐบาล",,,
"10968","โรงพยาบาลค้อวัง",,,"ยโสธร","รพ.รัฐบาล",,,
"10969","โรงพยาบาลไทยเจริญ",,,"ยโสธร","รพ.รัฐบาล",,,
"10970","โรงพยาบาลบ้านเขว้า",,,"ชัยภูมิ","รพ.รัฐบาล",,,
"10971","โรงพยาบาลคอนสวรรค์",,,"ชัยภูมิ","รพ.รัฐบาล",,,
"10972","โรงพยาบาลเกษตรสมบูรณ์",,,"ชัยภูมิ","รพ.รัฐบาล",,,
"10973","โรงพยาบาลหนองบัวแดง",,,"ชัยภูมิ","รพ.รัฐบาล",,,
"10974","โรงพยาบาลจัตุรัส",,,"ชัยภูมิ","รพ.รัฐบาล",,,
"10975","โรงพยาบาลบำเหน็จณรงค์",,,"ชัยภูมิ","รพ.รัฐบาล",,,
"10976","โรงพยาบาลหนองบัวระเหว",,,"ชัยภูมิ","รพ.รัฐบาล",,,
"10977","โรงพยาบาลเทพสถิต",,,"ชัยภูมิ","รพ.รัฐบาล",,,
"10978","โรงพยาบาลภูเขียว",,,"ชัยภูมิ","รพ.รัฐบาล",,,
"10979","โรงพยาบาลบ้านแท่น",,,"ชัยภูมิ","รพ.รัฐบาล",,,
"10980","โรงพยาบาลแก้งคร้อ",,,"ชัยภูมิ","รพ.รัฐบาล",,,
"10981","โรงพยาบาลคอนสาร",,,"ชัยภูมิ","รพ.รัฐบาล",,,
"10982","โรงพยาบาลภักดีชุมพล",,,"ชัยภูมิ","รพ.รัฐบาล",,,
"10983","โรงพยาบาลเนินสง่า",,,"ชัยภูมิ","รพ.รัฐบาล",,,
"10985","โรงพยาบาลชานุมาน",,,"อำนาจเจริญ","รพ.รัฐบาล",,,
"10986","โรงพยาบาลปทุมราชวงศา",,,"อำนาจเจริญ","รพ.รัฐบาล",,,
"10987","โรงพยาบาลพนา",,,"อำนาจเจริญ","รพ.รัฐบาล",,,
"10988","โรงพยาบาลเสนานิคม",,,"อำนาจเจริญ","รพ.รัฐบาล",,,
"10989","โรงพยาบาลหัวตะพาน",,,"อำนาจเจริญ","รพ.รัฐบาล",,,
"10990","โรงพยาบาลลืออำนาจ",,,"อำนาจเจริญ","รพ.รัฐบาล",,,
"10991","โรงพยาบาลนากลาง",,,"หนองบัวลำภู","รพ.รัฐบาล",,,
"10992","โรงพยาบาลโนนสัง",,,"หนองบัวลำภู","รพ.รัฐบาล",,,
"10993","โรงพยาบาลศรีบุญเรือง",,,"หนองบัวลำภู","รพ.รัฐบาล",,,
"10994","โรงพยาบาลสุวรรณคูหา",,,"หนองบัวลำภู","รพ.รัฐบาล",,,
"10995","โรงพยาบาลบ้านฝาง",,,"ขอนแก่น","รพ.รัฐบาล",,,
"10996","โรงพยาบาลพระยืน",,,"ขอนแก่น","รพ.รัฐบาล",,,
"10997","โรงพยาบาลหนองเรือ",,,"ขอนแก่น","รพ.รัฐบาล",,,
"10998","โรงพยาบาลชุมแพ",,,"ขอนแก่น","รพ.รัฐบาล",,,
"10999","โรงพยาบาลสีชมพู",,,"ขอนแก่น","รพ.รัฐบาล",,,
"11000","โรงพยาบาลน้ำพอง",,,"ขอนแก่น","รพ.รัฐบาล",,,
"11001","โรงพยาบาลอุบลรัตน์",,,"ขอนแก่น","รพ.รัฐบาล",,,
"11002","โรงพยาบาลบ้านไผ่",,,"ขอนแก่น","รพ.รัฐบาล",,,
"11003","โรงพยาบาลเปือยน้อย",,,"ขอนแก่น","รพ.รัฐบาล",,,
"11004","โรงพยาบาลพล",,,"ขอนแก่น","รพ.รัฐบาล",,,
"11005","โรงพยาบาลแวงใหญ่",,,"ขอนแก่น","รพ.รัฐบาล",,,
"11006","โรงพยาบาลแวงน้อย",,,"ขอนแก่น","รพ.รัฐบาล",,,
"11007","โรงพยาบาลหนองสองห้อง",,,"ขอนแก่น","รพ.รัฐบาล",,,
"11008","โรงพยาบาลภูเวียง",,,"ขอนแก่น","รพ.รัฐบาล",,,
"11009","โรงพยาบาลมัญจาคีรี",,,"ขอนแก่น","รพ.รัฐบาล",,,
"11010","โรงพยาบาลชนบท",,,"ขอนแก่น","รพ.รัฐบาล",,,
"11011","โรงพยาบาลเขาสวนกวาง",,,"ขอนแก่น","รพ.รัฐบาล",,,
